*******************************************************************************
Ephemeris / WWW_USER Sat Jun 23 08:34:32 2018 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Moon (301)                      {source: DE431mx}
Center body name: Earth (399)                     {source: DE431mx}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2024-Jan-25 00:00:00.0000 TDB
Stop  time      : A.D. 2024-Mar-25 00:00:00.0000 TDB
Step-size       : 60 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Output units    : KM-S                                                         
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : ICRF/J2000.0                                                 
Coordinate systm: Ecliptic and Mean Equinox of Reference Epoch                 
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2460368.291666667, A.D. 2024-Feb-27 19:00:00.0000, -3.931229657769558E+05, -9.580562439187616E+04,  1.248726755854797E+03,  2.471651625742786E-01, -9.366022954831404E-01, -8.802887907662887E-02,
2460368.333333333, A.D. 2024-Feb-27 20:00:00.0000, -3.922178033804060E+05, -9.917344492270397E+04,  9.317773655513301E+02,  2.557003501846181E-01, -9.343966065100889E-01, -8.805295125414569E-02,
2460368.375000000, A.D. 2024-Feb-27 21:00:00.0000, -3.912819415064721E+05, -1.025331899783365E+05,  6.147538947855501E+02,  2.642203287574909E-01, -9.321159339805882E-01, -8.807003347530079E-02,
2460368.416666667, A.D. 2024-Feb-27 22:00:00.0000, -3.903154359772064E+05, -1.058845897670826E+05,  2.976815224740058E+02,  2.727245041188537E-01, -9.297603613368282E-01, -8.808011741988564E-02,
2460368.458333333, A.D. 2024-Feb-27 23:00:00.0000, -3.893183447536618E+05, -1.092273748041451E+05, -1.941454309750407E+01,  2.812122821095144E-01, -9.273299756329649E-01, -8.808319509184009E-02,
2460368.500000000, A.D. 2024-Feb-28 00:00:00.0000, -3.882907279358351E+05, -1.125612759246213E+05, -3.365090654408195E+02,  2.896830685864513E-01, -9.248248675338601E-01, -8.807925881924600E-02,
2460368.541666667, A.D. 2024-Feb-28 01:00:00.0000, -3.872326477626079E+05, -1.158860242965002E+05, -6.535767810323669E+02,  2.981362694237355E-01, -9.222451313143356E-01, -8.806830125435855E-02,
2460368.583333333, A.D. 2024-Feb-28 02:00:00.0000, -3.861441686116817E+05, -1.192013514336564E+05, -9.705924004802146E+02,  3.065712905137559E-01, -9.195908648583562E-01, -8.805031537363234E-02,
2460368.625000000, A.D. 2024-Feb-28 03:00:00.0000, -3.850253569995140E+05, -1.225069892088447E+05, -1.287530609691465E+03,  3.149875377667092E-01, -9.168621696596619E-01, -8.802529447784119E-02,
2460368.666666667, A.D. 2024-Feb-28 04:00:00.0000, -3.838762815812523E+05, -1.258026698666948E+05, -1.604366071039854E+03,  3.233844171111695E-01, -9.140591508219821E-01, -8.799323219217797E-02,
2460368.708333333, A.D. 2024-Feb-28 05:00:00.0000, -3.826970131506684E+05, -1.290881260367093E+05, -1.921073424534014E+03,  3.317613344938760E-01, -9.111819170600254E-01, -8.795412246640777E-02,
2460368.750000000, A.D. 2024-Feb-28 06:00:00.0000, -3.814876246400939E+05, -1.323630907462658E+05, -2.237627288986288E+03,  3.401176958792448E-01, -9.082305807009571E-01, -8.790795957505526E-02,
2460368.791666667, A.D. 2024-Feb-28 07:00:00.0000, -3.802481911203577E+05, -1.356272974336249E+05, -2.554002263182127E+03,  3.484529072486119E-01, -9.052052576863833E-01, -8.785473811762884E-02,
2460368.833333333, A.D. 2024-Feb-28 08:00:00.0000, -3.789787898007270E+05, -1.388804799609466E+05, -2.870172927050611E+03,  3.567663745992162E-01, -9.021060675748476E-01, -8.779445301888422E-02,
2460368.875000000, A.D. 2024-Feb-28 09:00:00.0000, -3.776795000288521E+05, -1.421223726273167E+05, -3.186113842835839E+03,  3.650575039429347E-01, -8.989331335448602E-01, -8.772709952912738E-02,
2460368.916666667, A.D. 2024-Feb-28 10:00:00.0000, -3.763504032907165E+05, -1.453527101817848E+05, -3.501799556269521E+03,  3.733257013047766E-01, -8.956865823984705E-01, -8.765267322455833E-02,
2460368.958333333, A.D. 2024-Feb-28 11:00:00.0000, -3.749915832105927E+05, -1.485712278364164E+05, -3.817204597744785E+03,  3.815703727211502E-01, -8.923665445653964E-01, -8.757117000765885E-02,
2460369.000000000, A.D. 2024-Feb-28 12:00:00.0000, -3.736031255510041E+05, -1.517776612793607E+05, -4.132303483491785E+03,  3.897909242379106E-01, -8.889731541077237E-01, -8.748258610762394E-02,
2460369.041666667, A.D. 2024-Feb-28 13:00:00.0000, -3.721851182126957E+05, -1.549717466879365E+05, -4.447070716754490E+03,  3.979867619082006E-01, -8.855065487251914E-01, -8.738691808083870E-02,
2460369.083333333, A.D. 2024-Feb-28 14:00:00.0000, -3.707376512346112E+05, -1.581532207417381E+05, -4.761480788969529E+03,  4.061572917900992E-01, -8.819668697610709E-01, -8.728416281140267E-02,
2460369.125000000, A.D. 2024-Feb-28 15:00:00.0000, -3.692608167938804E+05, -1.613218206357639E+05, -5.075508180947108E+03,  4.143019199440836E-01, -8.783542622086573E-01, -8.717431751170296E-02,
2460369.166666667, A.D. 2024-Feb-28 16:00:00.0000, -3.677547092058150E+05, -1.644772840935685E+05, -5.389127364053849E+03,  4.224200524303253E-01, -8.746688747183834E-01, -8.705737972303701E-02,
2460369.208333333, A.D. 2024-Feb-28 17:00:00.0000, -3.662194249239148E+05, -1.676193493804423E+05, -5.702312801398046E+03,  4.305110953058263E-01, -8.709108596055688E-01, -8.693334731628738E-02,
2460369.250000000, A.D. 2024-Feb-28 18:00:00.0000, -3.646550625398846E+05, -1.707477553166205E+05, -6.015038949017588E+03,  4.385744546214146E-01, -8.670803728588174E-01, -8.680221849264952E-02,
2460369.291666667, A.D. 2024-Feb-28 19:00:00.0000, -3.630617227836621E+05, -1.738622412905225E+05, -6.327280257070328E+03,  4.466095364186077E-01, -8.631775741490766E-01, -8.666399178441314E-02,
2460369.333333333, A.D. 2024-Feb-28 20:00:00.0000, -3.614395085234572E+05, -1.769625472720258E+05, -6.639011171027618E+03,  4.546157467263630E-01, -8.592026268393688E-01, -8.651866605580061E-02,
2460369.375000000, A.D. 2024-Feb-28 21:00:00.0000, -3.597885247658032E+05, -1.800484138257761E+05, -6.950206132870750E+03,  4.625924915577270E-01, -8.551556979952096E-01, -8.636624050386238E-02,
2460369.416666667, A.D. 2024-Feb-28 22:00:00.0000, -3.581088786556199E+05, -1.831195821245359E+05, -7.260839582291024E+03,  4.705391769064003E-01, -8.510369583957226E-01, -8.620671465943086E-02,
2460369.458333333, A.D. 2024-Feb-28 23:00:00.0000, -3.564006794762903E+05, -1.861757939625749E+05, -7.570885957892970E+03,  4.784552087432318E-01, -8.468465825454639E-01, -8.604008838813432E-02,
2460369.500000000, A.D. 2024-Feb-29 00:00:00.0000, -3.546640386497484E+05, -1.892167917691033E+05, -7.880319698401683E+03,  4.863399930126613E-01, -8.425847486869691E-01, -8.586636189147351E-02,
2460369.541666667, A.D. 2024-Feb-29 01:00:00.0000, -3.528990697365813E+05, -1.922423186217531E+05, -8.189115243873850E+03,  4.941929356291242E-01, -8.382516388140313E-01, -8.568553570796050E-02,
2460369.583333333, A.D. 2024-Feb-29 02:00:00.0000, -3.511058884361438E+05, -1.952521182601067E+05, -8.497247036913279E+03,  5.020134424734355E-01, -8.338474386857249E-01, -8.549761071432238E-02,
2460369.625000000, A.D. 2024-Feb-29 03:00:00.0000, -3.492846125866852E+05, -1.982459350992790E+05, -8.804689523890644E+03,  5.098009193891734E-01, -8.293723378411840E-01, -8.530258812677016E-02,
2460369.666666667, A.D. 2024-Feb-29 04:00:00.0000, -3.474353621654910E+05, -2.012235142435530E+05, -9.111417156168085E+03,  5.175547721790764E-01, -8.248265296151466E-01, -8.510046950233724E-02,
2460369.708333333, A.D. 2024-Feb-29 05:00:00.0000, -3.455582592890350E+05, -2.041846015000731E+05, -9.417404391328586E+03,  5.252744066014748E-01, -8.202102111542775E-01, -8.489125674028353E-02,
2460369.750000000, A.D. 2024-Feb-29 06:00:00.0000, -3.436534282131467E+05, -2.071289433925990E+05, -9.722625694410730E+03,  5.329592283667728E-01, -8.155235834342779E-01, -8.467495208357201E-02,
2460369.791666667, A.D. 2024-Feb-29 07:00:00.0000, -3.417209953331897E+05, -2.100562871753215E+05, -1.002705553914870E+04,  5.406086431340043E-01, -8.107668512777908E-01, -8.445155812041599E-02,
2460369.833333333, A.D. 2024-Feb-29 08:00:00.0000, -3.397610891842522E+05, -2.129663808467458E+05, -1.033066840921814E+04,  5.482220565074767E-01, -8.059402233731191E-01, -8.422107778590032E-02,
2460369.875000000, A.D. 2024-Feb-29 09:00:00.0000, -3.377738404413504E+05, -2.158589731636421E+05, -1.063343879948791E+04,  5.557988740335278E-01, -8.010439122937557E-01, -8.398351436367424E-02,
2460369.916666667, A.D. 2024-Feb-29 10:00:00.0000, -3.357593819196428E+05, -2.187338136550690E+05, -1.093534121727804E+04,  5.633385011974125E-01, -7.960781345187455E-01, -8.373887148772285E-02,
2460369.958333333, A.D. 2024-Feb-29 11:00:00.0000, -3.337178485746555E+05, -2.215906526364713E+05, -1.123635018362428E+04,  5.708403434203412E-01, -7.910431104538803E-01, -8.348715314421418E-02,
2460370.000000000, A.D. 2024-Feb-29 12:00:00.0000, -3.316493775025174E+05, -2.244292412238558E+05, -1.153644023454940E+04,  5.783038060566924E-01, -7.859390644537410E-01, -8.322836367342440E-02,
2460370.041666667, A.D. 2024-Feb-29 13:00:00.0000, -3.295541079402064E+05, -2.272493313480476E+05, -1.183558592234155E+04,  5.857282943914202E-01, -7.807662248445926E-01, -8.296250777174280E-02,
2460370.083333333, A.D. 2024-Feb-29 14:00:00.0000, -3.274321812658025E+05, -2.300506757690313E+05, -1.213376181683998E+04,  5.931132136376781E-01, -7.755248239481422E-01, -8.268959049375790E-02,
2460370.125000000, A.D. 2024-Feb-29 15:00:00.0000, -3.252837409987511E+05, -2.328330280903778E+05, -1.243094250672846E+04,  6.004579689346841E-01, -7.702150981061662E-01, -8.240961725442547E-02,
2460370.166666667, A.D. 2024-Feb-29 16:00:00.0000, -3.231089328001326E+05, -2.355961427737630E+05, -1.272710260083670E+04,  6.077619653458466E-01, -7.648372877060167E-01, -8.212259383131976E-02,
2460370.208333333, A.D. 2024-Feb-29 17:00:00.0000, -3.209079044729377E+05, -2.383397751535786E+05, -1.302221672944979E+04,  6.150246078571803E-01, -7.593916372070112E-01, -8.182852636697024E-02,
2460370.250000000, A.D. 2024-Feb-29 18:00:00.0000, -3.186808059623488E+05, -2.410636814516400E+05, -1.331625954562648E+04,  6.222453013760276E-01, -7.538783951677166E-01, -8.152742137128233E-02,
2460370.291666667, A.D. 2024-Feb-29 19:00:00.0000, -3.164277893560248E+05, -2.437676187919947E+05, -1.360920572652627E+04,  6.294234507301205E-01, -7.482978142741292E-01, -8.121928572404763E-02,
2460370.333333333, A.D. 2024-Feb-29 20:00:00.0000, -3.141490088843893E+05, -2.464513452158322E+05, -1.390102997474550E+04,  6.365584606669968E-01, -7.426501513687624E-01, -8.090412667754010E-02,
2460370.375000000, A.D. 2024-Feb-29 21:00:00.0000, -3.118446209209193E+05, -2.491146196965018E+05, -1.419170701966326E+04,  6.436497358538061E-01, -7.369356674806425E-01, -8.058195185920330E-02,
2460370.416666667, A.D. 2024-Feb-29 22:00:00.0000, -3.095147839824344E+05, -2.517572021546393E+05, -1.448121161879681E+04,  6.506966808775236E-01, -7.311546278562222E-01, -8.025276927442665E-02,
2460370.458333333, A.D. 2024-Feb-29 23:00:00.0000, -3.071596587293847E+05, -2.543788534734066E+05, -1.476951855916748E+04,  6.576987002456022E-01, -7.253073019912148E-01, -7.991658730941426E-02,
2460370.500000000, A.D. 2024-Mar-01 00:00:00.0000, -3.047794079661349E+05, -2.569793355138480E+05, -1.505660265867680E+04,  6.646551983870886E-01, -7.193939636633518E-01, -7.957341473414628E-02,
2460370.541666667, A.D. 2024-Mar-01 01:00:00.0000, -3.023741966412439E+05, -2.595584111303654E+05, -1.534243876749360E+04,  6.715655796542302E-01, -7.134148909660735E-01, -7.922326070543320E-02,
2460370.583333333, A.D. 2024-Mar-01 02:00:00.0000, -2.999441918477377E+05, -2.621158441863175E+05, -1.562700176945221E+04,  6.784292483246004E-01, -7.073703663431499E-01, -7.886613477006532E-02,
2460370.625000000, A.D. 2024-Mar-01 03:00:00.0000, -2.974895628233735E+05, -2.646513995697440E+05, -1.591026658346223E+04,  6.852456086037707E-01, -7.012606766242377E-01, -7.850204686805842E-02,
2460370.666666667, A.D. 2024-Mar-01 04:00:00.0000, -2.950104809508933E+05, -2.671648432092209E+05, -1.619220816493017E+04,  6.920140646285572E-01, -6.950861130613792E-01, -7.813100733599440E-02,
2460370.708333333, A.D. 2024-Mar-01 05:00:00.0000, -2.925071197582644E+05, -2.696559420898475E+05, -1.647280150719310E+04,  6.987340204708735E-01, -6.888469713664374E-01, -7.775302691046113E-02,
2460370.750000000, A.D. 2024-Mar-01 06:00:00.0000, -2.899796549189059E+05, -2.721244642693713E+05, -1.675202164296519E+04,  7.054048801422138E-01, -6.825435517494769E-01, -7.736811673158958E-02,
2460370.791666667, A.D. 2024-Mar-01 07:00:00.0000, -2.874282642518962E+05, -2.745701788944514E+05, -1.702984364579688E+04,  7.120260475988009E-01, -6.761761589580870E-01, -7.697628834669046E-02,
2460370.833333333, A.D. 2024-Mar-01 08:00:00.0000, -2.848531277221623E+05, -2.769928562170659E+05, -1.730624263154741E+04,  7.185969267474287E-01, -6.697451023176483E-01, -7.657755371399064E-02,
2460370.875000000, A.D. 2024-Mar-01 09:00:00.0000, -2.822544274406462E+05, -2.793922676110663E+05, -1.758119375987108E+04,  7.251169214520270E-01, -6.632506957725430E-01, -7.617192520647070E-02,
2460370.916666667, A.D. 2024-Mar-01 10:00:00.0000, -2.796323476644454E+05, -2.817681855888811E+05, -1.785467223571730E+04,  7.315854355409821E-01, -6.566932579283083E-01, -7.575941561580357E-02,
2460370.958333333, A.D. 2024-Mar-01 11:00:00.0000, -2.769870747969280E+05, -2.841203838183731E+05, -1.812665331084531E+04,  7.380018728152459E-01, -6.500731120947318E-01, -7.534003815639520E-02,
2460371.000000000, A.D. 2024-Mar-01 12:00:00.0000, -2.743187973878140E+05, -2.864486371398539E+05, -1.839711228535317E+04,  7.443656370572610E-01, -6.433905863298843E-01, -7.491380646952822E-02,
2460371.041666667, A.D. 2024-Mar-01 13:00:00.0000, -2.716277061332259E+05, -2.887527215832587E+05, -1.866602450922244E+04,  7.506761320407401E-01, -6.366460134850922E-01, -7.448073462760879E-02,
2460371.083333333, A.D. 2024-Mar-01 14:00:00.0000, -2.689139938757006E+05, -2.910324143854838E+05, -1.893336538387775E+04,  7.569327615413270E-01, -6.298397312508415E-01, -7.404083713851697E-02,
2460371.125000000, A.D. 2024-Mar-01 15:00:00.0000, -2.661778556041619E+05, -2.932874940078919E+05, -1.919911036376272E+04,  7.631349293481768E-01, -6.229720822036116E-01, -7.359412895006179E-02,
2460371.166666667, A.D. 2024-Mar-01 16:00:00.0000, -2.634194884538496E+05, -2.955177401539872E+05, -1.946323495793175E+04,  7.692820392764854E-01, -6.160434138536340E-01, -7.314062545454120E-02,
2460371.208333333, A.D. 2024-Mar-01 17:00:00.0000, -2.606390917062020E+05, -2.977229337872646E+05, -1.972571473165852E+04,  7.753734951810053E-01, -6.090540786935708E-01, -7.268034249340599E-02,
2460371.250000000, A.D. 2024-Mar-01 18:00:00.0000, -2.578368667886871E+05, -2.999028571492351E+05, -1.998652530806161E+04,  7.814087009705800E-01, -6.020044342481049E-01, -7.221329636203061E-02,
2460371.291666667, A.D. 2024-Mar-01 19:00:00.0000, -2.550130172745809E+05, -3.020572937776318E+05, -2.024564236974729E+04,  7.873870606237325E-01, -5.948948431244374E-01, -7.173950381458852E-02,
2460371.333333333, A.D. 2024-Mar-01 20:00:00.0000, -2.521677488826863E+05, -3.041860285247992E+05, -2.050304166047020E+04,  7.933079782053442E-01, -5.877256730636836E-01, -7.125898206903361E-02,
2460371.375000000, A.D. 2024-Mar-01 21:00:00.0000, -2.493012694769904E+05, -3.062888475762691E+05, -2.075869898681185E+04,  7.991708578844564E-01, -5.804972969931574E-01, -7.077174881218795E-02,
2460371.416666667, A.D. 2024-Mar-01 22:00:00.0000, -2.464137890662563E+05, -3.083655384695264E+05, -2.101259021987830E+04,  8.049751039532358E-01, -5.732100930795376E-01, -7.027782220493509E-02,
2460371.458333333, A.D. 2024-Mar-01 23:00:00.0000, -2.435055198035435E+05, -3.104158901129682E+05, -2.126469129701579E+04,  8.107201208471339E-01, -5.658644447829024E-01, -6.977722088751961E-02,
2460371.500000000, A.D. 2024-Mar-02 00:00:00.0000, -2.405766759856541E+05, -3.124396928050576E+05, -2.151497822354660E+04,  8.164053131662820E-01, -5.584607409116252E-01, -6.926996398495255E-02,
2460371.541666667, A.D. 2024-Mar-02 01:00:00.0000, -2.376274740524995E+05, -3.144367382536787E+05, -2.176342707452379E+04,  8.220300856981546E-01, -5.509993756781159E-01, -6.875607111252238E-02,
2460371.583333333, A.D. 2024-Mar-02 02:00:00.0000, -2.346581325863831E+05, -3.164068195956923E+05, -2.201001399650627E+04,  8.275938434415447E-01, -5.434807487553954E-01, -6.823556238141265E-02,
2460371.625000000, A.D. 2024-Mar-02 03:00:00.0000, -2.316688723111945E+05, -3.183497314166967E+05, -2.225471520935463E+04,  8.330959916318779E-01, -5.359052653344931E-01, -6.770845840442280E-02,
2460371.666666667, A.D. 2024-Mar-02 04:00:00.0000, -2.286599160915103E+05, -3.202652697709981E+05, -2.249750700804687E+04,  8.385359357679154E-01, -5.282733361826460E-01, -6.717478030179638E-02,
2460371.708333333, A.D. 2024-Mar-02 05:00:00.0000, -2.256314889315953E+05, -3.221532322017897E+05, -2.273836576451636E+04,  8.439130816398746E-01, -5.205853777022905E-01, -6.663454970715171E-02,
2460371.750000000, A.D. 2024-Mar-02 06:00:00.0000, -2.225838179743007E+05, -3.240134177615470E+05, -2.297726792951050E+04,  8.492268353590110E-01, -5.128418119908242E-01, -6.608778877351759E-02,
2460371.791666667, A.D. 2024-Mar-02 07:00:00.0000, -2.195171324998531E+05, -3.258456270326372E+05, -2.321419003447187E+04,  8.544766033886971E-01, -5.050430669011249E-01, -6.553452017947187E-02,
2460371.833333333, A.D. 2024-Mar-02 08:00:00.0000, -2.164316639245285E+05, -3.276496621481497E+05, -2.344910869344114E+04,  8.596617925770367E-01, -4.971895761028020E-01, -6.497476713538308E-02,
2460371.875000000, A.D. 2024-Mar-02 09:00:00.0000, -2.133276457992058E+05, -3.294253268129473E+05, -2.368200060498301E+04,  8.647818101910604E-01, -4.892817791441676E-01, -6.440855338975288E-02,
2460371.916666667, A.D. 2024-Mar-02 10:00:00.0000, -2.102053138077955E+05, -3.311724263249427E+05, -2.391284255413515E+04,  8.698360639525285E-01, -4.813201215148988E-01, -6.383590323566077E-02,
2460371.958333333, A.D. 2024-Mar-02 11:00:00.0000, -2.070649057655352E+05, -3.328907675966003E+05, -2.414161141438036E+04,  8.748239620753948E-01, -4.733050547093745E-01, -6.325684151730740E-02,
2460372.000000000, A.D. 2024-Mar-02 12:00:00.0000, -2.039066616171475E+05, -3.345801591766691E+05, -2.436828414964247E+04,  8.797449133049616E-01, -4.652370362906590E-01, -6.267139363665780E-02,
2460372.041666667, A.D. 2024-Mar-02 13:00:00.0000, -2.007308234348549E+05, -3.362404112721450E+05, -2.459283781630642E+04,  8.845983269587682E-01, -4.571165299551124E-01, -6.207958556018128E-02,
2460372.083333333, A.D. 2024-Mar-02 14:00:00.0000, -1.975376354162428E+05, -3.378713357704689E+05, -2.481524956526297E+04,  8.893836129692552E-01, -4.489440055975963E-01, -6.148144382568843E-02,
2460372.125000000, A.D. 2024-Mar-02 15:00:00.0000, -1.943273438819663E+05, -3.394727462619590E+05, -2.503549664397768E+04,  8.941001819282389E-01, -4.407199393772532E-01, -6.087699554926301E-02,
2460372.166666667, A.D. 2024-Mar-02 16:00:00.0000, -1.911001972732944E+05, -3.410444580624815E+05, -2.525355639858534E+04,  8.987474451332440E-01, -4.324448137838280E-01, -6.026626843228627E-02,
2460372.208333333, A.D. 2024-Mar-02 17:00:00.0000, -1.878564461494822E+05, -3.425862882363609E+05, -2.546940627601004E+04,  9.033248146357242E-01, -4.241191177045016E-01, -5.964929076855463E-02,
2460372.250000000, A.D. 2024-Mar-02 18:00:00.0000, -1.845963431849677E+05, -3.440980556195320E+05, -2.568302382611066E+04,  9.078317032912220E-01, -4.157433464912077E-01, -5.902609145148627E-02,
2460372.291666667, A.D. 2024-Mar-02 19:00:00.0000, -1.813201431663840E+05, -3.455795808429342E+05, -2.589438670385256E+04,  9.122675248114982E-01, -4.073180020283997E-01, -5.839669998141594E-02,
2460372.333333333, A.D. 2024-Mar-02 20:00:00.0000, -1.780281029893794E+05, -3.470306863561523E+05, -2.610347267150594E+04,  9.166316938186785E-01, -3.988435928012332E-01, -5.776114647297700E-02,
2460372.375000000, A.D. 2024-Mar-02 21:00:00.0000, -1.747204816552398E+05, -3.484511964513016E+05, -2.631025960087044E+04,  9.209236259014516E-01, -3.903206339641282E-01, -5.711946166256593E-02,
2460372.416666667, A.D. 2024-Mar-02 22:00:00.0000, -1.713975402673053E+05, -3.498409372871610E+05, -2.651472547552740E+04,  9.251427376733621E-01, -3.817496474096778E-01, -5.647167691589061E-02,
2460372.458333333, A.D. 2024-Mar-02 23:00:00.0000, -1.680595420271720E+05, -3.511997369135554E+05, -2.671684839311872E+04,  9.292884468332380E-01, -3.731311618378610E-01, -5.581782423559600E-02,
2460372.500000000, A.D. 2024-Mar-03 00:00:00.0000, -1.647067522306729E+05, -3.525274252959871E+05, -2.691660656765407E+04,  9.333601722277907E-01, -3.644657128255238E-01, -5.515793626896848E-02,
2460372.541666667, A.D. 2024-Mar-03 01:00:00.0000, -1.613394382636261E+05, -3.538238343405133E+05, -2.711397833184467E+04,  9.373573339180871E-01, -3.557538428941519E-01, -5.449204631558266E-02,
2460372.583333333, A.D. 2024-Mar-03 02:00:00.0000, -1.579578695973600E+05, -3.550887979188922E+05, -2.730894213946772E+04,  9.412793532388690E-01, -3.469961015883863E-01, -5.382018833572402E-02,
2460372.625000000, A.D. 2024-Mar-03 03:00:00.0000, -1.545623177839795E+05, -3.563221518939646E+05, -2.750147656775679E+04,  9.451256528792895E-01, -3.381930455336252E-01, -5.314239695748917E-02,
2460372.666666667, A.D. 2024-Mar-03 04:00:00.0000, -1.511530564513741E+05, -3.575237341452855E+05, -2.769156031982136E+04,  9.488956569487434E-01, -3.293452385124365E-01, -5.245870748517989E-02,
2460372.708333333, A.D. 2024-Mar-03 05:00:00.0000, -1.477303612979720E+05, -3.586933845950144E+05, -2.787917222709574E+04,  9.525887910510215E-01, -3.204532515346272E-01, -5.176915590734391E-02,
2460372.750000000, A.D. 2024-Mar-03 06:00:00.0000, -1.442945100872236E+05, -3.598309452340608E+05, -2.806429125181670E+04,  9.562044823608333E-01, -3.115176629073420E-01, -5.107377890487441E-02,
2460372.791666667, A.D. 2024-Mar-03 07:00:00.0000, -1.408457826418047E+05, -3.609362601484798E+05, -2.824689648953063E+04,  9.597421597027492E-01, -3.025390583051366E-01, -5.037261385916848E-02,
2460372.833333333, A.D. 2024-Mar-03 08:00:00.0000, -1.373844608375309E+05, -3.620091755461219E+05, -2.842696717163027E+04,  9.632012536325921E-01, -2.935180308399687E-01, -4.966569886033781E-02,
2460372.875000000, A.D. 2024-Mar-03 09:00:00.0000, -1.339108285969754E+05, -3.630495397835321E+05, -2.860448266792079E+04,  9.665811965213282E-01, -2.844551811310548E-01, -4.895307271546823E-02,
2460372.916666667, A.D. 2024-Mar-03 10:00:00.0000, -1.304251718827793E+05, -3.640572033931025E+05, -2.877942248921590E+04,  9.698814226414871E-01, -2.753511173745280E-01, -4.823477495692562E-02,
2460372.958333333, A.D. 2024-Mar-03 11:00:00.0000, -1.269277786906466E+05, -3.650320191104738E+05, -2.895176628996374E+04,  9.731013682561538E-01, -2.662064554128458E-01, -4.751084585070138E-02,
2460373.000000000, A.D. 2024-Mar-03 12:00:00.0000, -1.234189390420143E+05, -3.659738419021869E+05, -2.912149387090330E+04,  9.762404717105672E-01, -2.570218188038810E-01, -4.678132640479492E-02,
2460373.041666667, A.D. 2024-Mar-03 13:00:00.0000, -1.198989449763878E+05, -3.668825289935814E+05, -2.928858518175042E+04,  9.792981735263575E-01, -2.477978388896392E-01, -4.604625837762759E-02,
2460373.083333333, A.D. 2024-Mar-03 14:00:00.0000, -1.163680905433319E+05, -3.677579398969423E+05, -2.945302032391475E+04,  9.822739164984610E-01, -2.385351548645361E-01, -4.530568428648371E-02,
2460373.125000000, A.D. 2024-Mar-03 15:00:00.0000, -1.128266717941088E+05, -3.685999364398910E+05, -2.961477955324682E+04,  9.851671457947395E-01, -2.292344138431725E-01, -4.455964741597411E-02,
2460373.166666667, A.D. 2024-Mar-03 16:00:00.0000, -1.092749867729522E+05, -3.694083827940180E+05, -2.977384328281568E+04,  9.879773090583401E-01, -2.198962709275400E-01, -4.380819182651589E-02,
2460373.208333333, A.D. 2024-Mar-03 17:00:00.0000, -1.057133355079673E+05, -3.701831455037585E+05, -2.993019208571698E+04,  9.907038565128231E-01, -2.105213892735903E-01, -4.305136236282514E-02,
2460373.250000000, A.D. 2024-Mar-03 18:00:00.0000, -1.021420200016484E+05, -3.709240935155054E+05, -3.008380669791189E+04,  9.933462410700867E-01, -2.011104401570986E-01, -4.228920466241527E-02,
2460373.291666667, A.D. 2024-Mar-03 19:00:00.0000, -9.856134422100258E+04, -3.716310982069575E+05, -3.023466802109650E+04,  9.959039184411190E-01, -1.916641030387511E-01, -4.152176516409646E-02,
2460373.333333333, A.D. 2024-Mar-03 20:00:00.0000, -9.497161408726861E+04, -3.723040334167015E+05, -3.038275712560146E+04,  9.983763472495981E-01, -1.821830656283839E-01, -4.074909111647053E-02,
2460373.375000000, A.D. 2024-Mar-03 21:00:00.0000, -9.137313746522306E+04, -3.729427754740232E+05, -3.052805525332305E+04,  1.000762989148370E+00, -1.726680239482982E-01, -3.997123058641471E-02,
2460373.416666667, A.D. 2024-Mar-03 22:00:00.0000, -8.776622415206113E+04, -3.735472032289446E+05, -3.067054382068370E+04,  1.003063308938828E+00, -1.631196823955793E-01, -3.918823246754855E-02,
2460373.458333333, A.D. 2024-Mar-03 23:00:00.0000, -8.415118586584262E+04, -3.741171980824840E+05, -3.081020442162370E+04,  1.005276774693208E+00, -1.535387538033386E-01, -3.840014648867809E-02,
2460373.500000000, A.D. 2024-Mar-04 00:00:00.0000, -8.052833623349231E+04, -3.746526440171341E+05, -3.094701883062295E+04,  1.007402857879832E+00, -1.439259595008010E-01, -3.760702322220959E-02,
2460373.541666667, A.D. 2024-Mar-04 01:00:00.0000, -7.689799077834420E+04, -3.751534276275540E+05, -3.108096900575332E+04,  1.009441033491308E+00, -1.342820293721586E-01, -3.680891409252767E-02,
2460373.583333333, A.D. 2024-Mar-04 02:00:00.0000, -7.326046690721893E+04, -3.756194381514715E+05, -3.121203709176023E+04,  1.011390780175710E+00, -1.246077019141049E-01, -3.600587138432971E-02,
2460373.625000000, A.D. 2024-Mar-04 03:00:00.0000, -6.961608389702339E+04, -3.760505675007896E+05, -3.134020542317515E+04,  1.013251580370752E+00, -1.149037242919687E-01, -3.519794825091037E-02,
