*******************************************************************************
Ephemeris / WWW_USER Sat Jun 23 08:34:32 2018 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Moon (301)                      {source: DE431mx}
Center body name: Earth (399)                     {source: DE431mx}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2024-Jan-25 00:00:00.0000 TDB
Stop  time      : A.D. 2024-Mar-25 00:00:00.0000 TDB
Step-size       : 60 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Output units    : KM-S                                                         
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : ICRF/J2000.0                                                 
Coordinate systm: Ecliptic and Mean Equinox of Reference Epoch                 
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2460346.125000000, A.D. 2024-Feb-05 15:00:00.0000, -8.147990759115097E+04, -3.689253461712749E+05, -2.912093822497729E+04,  1.024306990536101E+00, -1.480183643272734E-01, -3.984752824536630E-02,
2460346.166666667, A.D. 2024-Feb-05 16:00:00.0000, -7.778840684993636E+04, -3.694404753847477E+05, -2.926297884918352E+04,  1.026511116651122E+00, -1.381589353393222E-01, -3.906302254597040E-02,
2460346.208333333, A.D. 2024-Feb-05 17:00:00.0000, -7.408914051354758E+04, -3.699200507145287E+05, -2.940218548997586E+04,  1.028621107716893E+00, -1.282663474119411E-01, -3.827310244130774E-02,
2460346.250000000, A.D. 2024-Feb-05 18:00:00.0000, -7.038244857022978E+04, -3.703639543148379E+05, -2.953853875798771E+04,  1.030636352432357E+00, -1.183414504742039E-01, -3.747782506431319E-02,
2460346.291666667, A.D. 2024-Feb-05 19:00:00.0000, -6.666867319841933E+04, -3.707720714204801E+05, -2.967201947161792E+04,  1.032556245363798E+00, -1.083851060378486E-01, -3.667724870879839E-02,
2460346.333333333, A.D. 2024-Feb-05 20:00:00.0000, -6.294815874520754E+04, -3.711442903885951E+05, -2.980260866122565E+04,  1.034380187175359E+00, -9.839818722665791E-02, -3.587143283802410E-02,
2460346.375000000, A.D. 2024-Feb-05 21:00:00.0000, -5.922125170396832E+04, -3.714805027405090E+05, -2.993028757335516E+04,  1.036107584862898E+00, -8.838157880151110E-02, -3.506043809298806E-02,
2460346.416666667, A.D. 2024-Feb-05 22:00:00.0000, -5.548830069113820E+04, -3.717806032036647E+05, -3.005503767499035E+04,  1.037737851991122E+00, -7.833617718097355E-02, -3.424432630041503E-02,
2460346.458333333, A.D. 2024-Feb-05 23:00:00.0000, -5.174965642213685E+04, -3.720444897536207E+05, -3.017684065783724E+04,  1.039270408933915E+00, -6.826289045728738E-02, -3.342316048043560E-02,
2460346.500000000, A.D. 2024-Feb-06 00:00:00.0000, -4.800567168641664E+04, -3.722720636560983E+05, -3.029567844263339E+04,  1.040704683117809E+00, -5.816263840762896E-02, -3.259700485394003E-02,
2460346.541666667, A.D. 2024-Feb-06 01:00:00.0000, -4.425670132163040E+04, -3.724632295090590E+05, -3.041153318348358E+04,  1.042040109268496E+00, -4.803635250049815E-02, -3.176592484959355E-02,
2460346.583333333, A.D. 2024-Feb-06 02:00:00.0000, -4.050310218690616E+04, -3.726178952847988E+05, -3.052438727221990E+04,  1.043276129660307E+00, -3.788497589710486E-02, -3.092998711049934E-02,
2460346.625000000, A.D. 2024-Feb-06 03:00:00.0000, -3.674523313521867E+04, -3.727359723720356E+05, -3.063422334278503E+04,  1.044412194368580E+00, -2.770946344761908E-02, -3.008925950049533E-02,
2460346.666666667, A.D. 2024-Feb-06 04:00:00.0000, -3.298345498484739E+04, -3.728173756179758E+05, -3.074102427563773E+04,  1.045447761524796E+00, -1.751078168215095E-02, -2.924381111007084E-02,
2460346.708333333, A.D. 2024-Feb-06 05:00:00.0000, -2.921813048991102E+04, -3.728620233703369E+05, -3.084477320217877E+04,  1.046382297574413E+00, -7.289908796328660E-03, -2.839371226188895E-02,
2460346.750000000, A.D. 2024-Feb-06 06:00:00.0000, -2.544962430996921E+04, -3.728698375193095E+05, -3.094545350919626E+04,  1.047215277537273E+00,  2.952165368657151E-03, -2.753903451590082E-02,
2460346.791666667, A.D. 2024-Feb-06 07:00:00.0000, -2.167830297868233E+04, -3.728407435394373E+05, -3.104304884332835E+04,  1.047946185270485E+00,  1.321443935167282E-02, -2.667985067403764E-02,
2460346.833333333, A.D. 2024-Feb-06 08:00:00.0000, -1.790453487152055E+04, -3.727746705313934E+05, -3.113754311554204E+04,  1.048574513733666E+00,  2.349590010305311E-02, -2.581623478446619E-02,
2460346.875000000, A.D. 2024-Feb-06 09:00:00.0000, -1.412869017251403E+04, -3.726715512636339E+05, -3.122892050562696E+04,  1.049099765256411E+00,  3.379552302193243E-02, -2.494826214539392E-02,
2460346.916666667, A.D. 2024-Feb-06 10:00:00.0000, -1.035114084003636E+04, -3.725313222139065E+05, -3.131716546670115E+04,  1.049521451807884E+00,  4.411227199962039E-02, -2.407600930840950E-02,
2460346.958333333, A.D. 2024-Feb-06 11:00:00.0000, -6.572260571613805E+03, -3.723539236105904E+05, -3.140226272972906E+04,  1.049839095268390E+00,  5.444509946914581E-02, -2.319955408134473E-02,
2460347.000000000, A.D. 2024-Feb-06 12:00:00.0000, -2.792424767753656E+03, -3.721392994738481E+05, -3.148419730804802E+04,  1.050052227702786E+00,  6.479294646108937E-02, -2.231897553064378E-02,
2460347.041666667, A.D. 2024-Feb-06 13:00:00.0000,  9.879895052149105E+02, -3.718873976565643E+05, -3.156295450190311E+04,  1.050160391635605E+00,  7.515474266582450E-02, -2.143435398322585E-02,
2460347.083333333, A.D. 2024-Feb-06 14:00:00.0000,  4.768603553293307E+03, -3.715981698850482E+05, -3.163851990298720E+04,  1.050163140327735E+00,  8.552940650228244E-02, -2.054577102782762E-02,
2460347.125000000, A.D. 2024-Feb-06 15:00:00.0000,  8.549037093964427E+03, -3.712715717994777E+05, -3.171087939898502E+04,  1.050060038054505E+00,  9.591584519335389E-02, -1.965330951581106E-02,
2460347.166666667, A.D. 2024-Feb-06 16:00:00.0000,  1.232890829634728E+04, -3.709075629940587E+05, -3.178001917811968E+04,  1.049850660385024E+00,  1.063129548480392E-01, -1.875705356142392E-02,
2460347.208333333, A.D. 2024-Feb-06 17:00:00.0000,  1.610783382235887E+04, -3.705061070568774E+05, -3.184592573369817E+04,  1.049534594462604E+00,  1.167196205504529E-01, -1.785708854149855E-02,
2460347.250000000, A.D. 2024-Feb-06 18:00:00.0000,  1.988542886888763E+04, -3.700671716094189E+05, -3.190858586865566E+04,  1.049111439286106E+00,  1.271347164557866E-01, -1.695350109457613E-02,
2460347.291666667, A.D. 2024-Feb-06 19:00:00.0000,  2.366130721098093E+04, -3.695907283457284E+05, -3.196798670009496E+04,  1.048580805992037E+00,  1.375571058933300E-01, -1.604637911944319E-02,
2460347.333333333, A.D. 2024-Feb-06 20:00:00.0000,  2.743508124604927E+04, -3.690767530711881E+05, -3.202411566381993E+04,  1.047942318137211E+00,  1.479856414766469E-01, -1.513581177306714E-02,
2460347.375000000, A.D. 2024-Feb-06 21:00:00.0000,  3.120636203908869E+04, -3.685252257408843E+05, -3.207696051886043E+04,  1.047195611981802E+00,  1.584191652209972E-01, -1.422188946791852E-02,
2460347.416666667, A.D. 2024-Feb-06 22:00:00.0000,  3.497475936892287E+04, -3.679361304975399E+05, -3.212650935198611E+04,  1.046340336772597E+00,  1.688565086680917E-01, -1.330470386866676E-02,
2460347.458333333, A.D. 2024-Feb-06 23:00:00.0000,  3.873988177546470E+04, -3.673094557089822E+05, -3.217275058220766E+04,  1.045376155026252E+00,  1.792964930182661E-01, -1.238434788823824E-02,
2460347.500000000, A.D. 2024-Feb-07 00:00:00.0000,  4.250133660799741E+04, -3.666451940051241E+05, -3.221567296526235E+04,  1.044302742812364E+00,  1.897379292701472E-01, -1.146091568322374E-02,
2460347.541666667, A.D. 2024-Feb-07 01:00:00.0000,  4.625873007447421E+04, -3.659433423144261E+05, -3.225526559808206E+04,  1.043119790036144E+00,  2.001796183678895E-01, -1.053450264862421E-02,
2460347.583333333, A.D. 2024-Feb-07 02:00:00.0000,  5.001166729183436E+04, -3.652039018998173E+05, -3.229151792324091E+04,  1.041827000720492E+00,  2.106203513560453E-01, -9.605205411923098E-03,
2460347.625000000, A.D. 2024-Feb-07 03:00:00.0000,  5.375975233733348E+04, -3.644268783940424E+05, -3.232441973338067E+04,  1.040424093287263E+00,  2.210589095421355E-01, -8.673121826475019E-03,
2460347.666666667, A.D. 2024-Feb-07 04:00:00.0000,  5.750258830088450E+04, -3.636122818344118E+05, -3.235396117561092E+04,  1.038910800837507E+00,  2.314940646669718E-01, -7.738350964199420E-03,
2460347.708333333, A.D. 2024-Feb-07 05:00:00.0000,  6.123977733840532E+04, -3.627601266969229E+05, -3.238013275588160E+04,  1.037286871430453E+00,  2.419245790827860E-01, -6.800993107569347E-03,
2460347.750000000, A.D. 2024-Feb-07 06:00:00.0000,  6.497092072616845E+04, -3.618704319297266E+05, -3.240292534332562E+04,  1.035552068361037E+00,  2.523492059392078E-01, -5.861149740886112E-03,
2460347.791666667, A.D. 2024-Feb-07 07:00:00.0000,  6.869561891614630E+04, -3.609432209859104E+05, -3.242233017456863E+04,  1.033706170435716E+00,  2.627666893771278E-01, -4.918923540829567E-03,
2460347.833333333, A.D. 2024-Feb-07 08:00:00.0000,  7.241347159234647E+04, -3.599785218555689E+05, -3.243833885800339E+04,  1.031748972246364E+00,  2.731757647304793E-01, -3.974418366276405E-03,
2460347.875000000, A.D. 2024-Feb-07 09:00:00.0000,  7.612407772812901E+04, -3.589763670971333E+05, -3.245094337802619E+04,  1.029680284441995E+00,  2.835751587359606E-01, -3.027739247376718E-03,
2460347.916666667, A.D. 2024-Feb-07 10:00:00.0000,  7.982703564449766E+04, -3.579367938679326E+05, -3.246013609923304E+04,  1.027499933998081E+00,  2.939635897507140E-01, -2.078992373882982E-03,
2460347.958333333, A.D. 2024-Feb-07 11:00:00.0000,  8.352194306935577E+04, -3.568598439539563E+05, -3.246590977057164E+04,  1.025207764483232E+00,  3.043397679779725E-01, -1.128285082722794E-03,
2460348.000000000, A.D. 2024-Feb-07 12:00:00.0000,  8.720839719771770E+04, -3.557455637987895E+05, -3.246825752944777E+04,  1.022803636322977E+00,  3.147023957006733E-01, -1.757258448089882E-04,
2460348.041666667, A.D. 2024-Feb-07 13:00:00.0000,  9.088599475286344E+04, -3.545940045316946E+05, -3.246717290578304E+04,  1.020287427060416E+00,  3.250501675230319E-01,  7.785757489178341E-04,
2460348.083333333, A.D. 2024-Feb-07 14:00:00.0000,  9.455433204842628E+04, -3.534052219948072E+05, -3.246264982602045E+04,  1.017659031613480E+00,  3.353817706200610E-01,  1.734509002221010E-03,
2460348.125000000, A.D. 2024-Feb-07 15:00:00.0000,  9.821300505139978E+04, -3.521792767694204E+05, -3.245468261707586E+04,  1.014918362528556E+00,  3.456958849950128E-01,  2.691962129076936E-03,
2460348.166666667, A.D. 2024-Feb-07 16:00:00.0000,  1.018616094460508E+05, -3.509162342013281E+05, -3.244326601023199E+04,  1.012065350230220E+00,  3.559911837447072E-01,  3.650822269966658E-03,
2460348.208333333, A.D. 2024-Feb-07 17:00:00.0000,  1.054997406987247E+05, -3.496161644251985E+05, -3.242839514497282E+04,  1.009099943266828E+00,  3.662663333327093E-01,  4.610975508953064E-03,
2460348.250000000, A.D. 2024-Feb-07 18:00:00.0000,  1.091269941235258E+05, -3.482791423879504E+05, -3.241006557275442E+04,  1.006022108551700E+00,  3.765199938703031E-01,  5.572306891544920E-03,
2460348.291666667, A.D. 2024-Feb-07 19:00:00.0000,  1.127429649488593E+05, -3.469052478711047E+05, -3.238827326071062E+04,  1.002831831599654E+00,  3.867508194051983E-01,  6.534700443349778E-03,
2460348.333333333, A.D. 2024-Feb-07 20:00:00.0000,  1.163472483848141E+05, -3.454945655120811E+05, -3.236301459528987E+04,  9.995291167586150E-01,  3.969574582179036E-01,  7.498039189518496E-03,
2460348.375000000, A.D. 2024-Feb-07 21:00:00.0000,  1.199394396913722E+05, -3.440471848244157E+05, -3.233428638582058E+04,  9.961139874360665E-01,  4.071385531256841E-01,  8.462205174977200E-03,
2460348.416666667, A.D. 2024-Feb-07 22:00:00.0000,  1.235191342474218E+05, -3.425632002168701E+05, -3.230208586800248E+04,  9.925864863200607E-01,  4.172927417940103E-01,  9.427079485449630E-03,
2460348.458333333, A.D. 2024-Feb-07 23:00:00.0000,  1.270859276205570E+05, -3.410427110114068E+05, -3.226641070732073E+04,  9.889466755945505E-01,  4.274186570553989E-01,  1.039254226926570E-02,
2460348.500000000, A.D. 2024-Feb-08 00:00:00.0000,  1.306394156376419E+05, -3.394858214600018E+05, -3.222725900237987E+04,  9.851946371487821E-01,  4.375149272355334E-01,  1.135847275995339E-02,
2460348.541666667, A.D. 2024-Feb-08 01:00:00.0000,  1.341791944561572E+05, -3.378926407602422E+05, -3.218462928815407E+04,  9.813304727985164E-01,  4.475801765047838E-01,  1.232474930069979E-02,
2460348.583333333, A.D. 2024-Feb-08 02:00:00.0000,  1.377048606361328E+05, -3.362632830697448E+05, -3.213852053915065E+04,  9.773543044092363E-01,  4.576130251766919E-01,  1.329124936685969E-02,
2460348.625000000, A.D. 2024-Feb-08 03:00:00.0000,  1.412160112128868E+05, -3.345978675193498E+05, -3.208893217248982E+04,  9.732662741884544E-01,  4.676120900944712E-01,  1.425784959153653E-02,
2460348.666666667, A.D. 2024-Feb-08 04:00:00.0000,  1.447122437704839E+05, -3.328965182250022E+05, -3.203586405088966E+04,  9.690665448179737E-01,  4.775759849719890E-01,  1.522442579150163E-02,
2460348.708333333, A.D. 2024-Feb-08 05:00:00.0000,  1.481931565157633E+05, -3.311593642983686E+05, -3.197931648555782E+04,  9.647552996307432E-01,  4.875033207552132E-01,  1.619085299368889E-02,
2460348.750000000, A.D. 2024-Feb-08 06:00:00.0000,  1.516583483529898E+05, -3.293865398561414E+05, -3.191929023898582E+04,  9.603327427800157E-01,  4.973927059901955E-01,  1.715700546245660E-02,
2460348.791666667, A.D. 2024-Feb-08 07:00:00.0000,  1.551074189590996E+05, -3.275781840280066E+05, -3.185578652764422E+04,  9.557990994006055E-01,  5.072427471974290E-01,  1.812275672760610E-02,
2460348.833333333, A.D. 2024-Feb-08 08:00:00.0000,  1.585399688595120E+05, -3.257344409632523E+05, -3.178880702457552E+04,  9.511546157620447E-01,  5.170520492524013E-01,  1.908797961314973E-02,
2460348.875000000, A.D. 2024-Feb-08 09:00:00.0000,  1.619555995044775E+05, -3.238554598359970E+05, -3.171835386188197E+04,  9.463995594134278E-01,  5.268192157721630E-01,  2.005254626681563E-02,
2460348.916666667, A.D. 2024-Feb-08 10:00:00.0000,  1.653539133459328E+05, -3.219413948490151E+05, -3.164442963310612E+04,  9.415342193197449E-01,  5.365428495077145E-01,  2.101632819027960E-02,
2460348.958333333, A.D. 2024-Feb-08 11:00:00.0000,  1.687345139148293E+05, -3.199924052361402E+05, -3.156703739550100E+04,  9.365589059894949E-01,  5.462215527420142E-01,  2.197919627011147E-02,
2460349.000000000, A.D. 2024-Feb-08 12:00:00.0000,  1.720970058989072E+05, -3.180086552632258E+05, -3.148618067218790E+04,  9.314739515933785E-01,  5.558539276933924E-01,  2.294102080942359E-02,
2460349.041666667, A.D. 2024-Feb-08 13:00:00.0000,  1.754409952208786E+05, -3.159903142276430E+05, -3.140186345419862E+04,  9.262797100738674E-01,  5.654385769241538E-01,  2.390167156020739E-02,
2460349.083333333, A.D. 2024-Feb-08 14:00:00.0000,  1.787660891169898E+05, -3.139375564562998E+05, -3.131409020240056E+04,  9.209765572454574E-01,  5.749741037541407E-01,  2.486101775634356E-02,
2460349.125000000, A.D. 2024-Feb-08 15:00:00.0000,  1.820718962159261E+05, -3.118505613021632E+05, -3.122286584930120E+04,  9.155648908854055E-01,  5.844591126790176E-01,  2.581892814727169E-02,
2460349.166666667, A.D. 2024-Feb-08 16:00:00.0000,  1.853580266180274E+05, -3.097295131392650E+05, -3.112819580073070E+04,  9.100451308147688E-01,  5.938922097930321E-01,  2.677527103230157E-02,
2460349.208333333, A.D. 2024-Feb-08 17:00:00.0000,  1.886240919747759E+05, -3.075746013561809E+05, -3.103008593739956E+04,  9.044177189695564E-01,  6.032720032159992E-01,  2.772991429555025E-02,
2460349.250000000, A.D. 2024-Feb-08 18:00:00.0000,  1.918697055685240E+05, -3.053860203479630E+05, -3.092854261632975E+04,  8.986831194618193E-01,  6.125971035242450E-01,  2.868272544148698E-02,
2460349.291666667, A.D. 2024-Feb-08 19:00:00.0000,  1.950944823924220E+05, -3.031639695065161E+05, -3.082357267215624E+04,  8.928418186305070E-01,  6.218661241852413E-01,  2.963357163106642E-02,
2460349.333333333, A.D. 2024-Feb-08 20:00:00.0000,  1.982980392305110E+05, -3.009086532094008E+05, -3.071518341829791E+04,  8.868943250819254E-01,  6.310776819956501E-01,  3.058231971843203E-02,
2460349.375000000, A.D. 2024-Feb-08 21:00:00.0000,  2.014799947379427E+05, -2.986202808070562E+05, -3.060338264799540E+04,  8.808411697196405E-01,  6.402303975224964E-01,  3.152883628816794E-02,
2460349.416666667, A.D. 2024-Feb-08 22:00:00.0000,  2.046399695212869E+05, -2.962990666084278E+05, -3.048817863521317E+04,  8.746829057636791E-01,  6.493228955471739E-01,  3.247298769307830E-02,
2460349.458333333, A.D. 2024-Feb-08 23:00:00.0000,  2.077775862188896E+05, -2.939452298649928E+05, -3.036958013540566E+04,  8.684201087588884E-01,  6.583538055119846E-01,  3.341464009247255E-02,
2460349.500000000, A.D. 2024-Feb-09 00:00:00.0000,  2.108924695812404E+05, -2.915589947531735E+05, -3.024759638614385E+04,  8.620533765723186E-01,  6.673217619689058E-01,  3.435365949093444E-02,
2460349.541666667, A.D. 2024-Feb-09 01:00:00.0000,  2.139842465513115E+05, -2.891405903551318E+05, -3.012223710760211E+04,  8.555833293795160E-01,  6.762254050302750E-01,  3.528991177754767E-02,
2460349.583333333, A.D. 2024-Feb-09 02:00:00.0000,  2.170525463448265E+05, -2.866902506379388E+05, -2.999351250290243E+04,  8.490106096396040E-01,  6.850633808210687E-01,  3.622326276555940E-02,
2460349.625000000, A.D. 2024-Feb-09 03:00:00.0000,  2.200970005304198E+05, -2.842082144311123E+05, -2.986143325831564E+04,  8.423358820590632E-01,  6.938343419324581E-01,  3.715357823245038E-02,
2460349.666666667, A.D. 2024-Feb-09 04:00:00.0000,  2.231172431096447E+05, -2.816947254025212E+05, -2.972601054331733E+04,  8.355598335441091E-01,  7.025369478763068E-01,  3.808072396039131E-02,
2460349.708333333, A.D. 2024-Feb-09 05:00:00.0000,  2.261129105967894E+05, -2.791500320326519E+05, -2.958725601049779E+04,  8.286831731415945E-01,  7.111698655402822E-01,  3.900456577705408E-02,
2460349.750000000, A.D. 2024-Feb-09 06:00:00.0000,  2.290836420984598E+05, -2.765743875872358E+05, -2.944518179532402E+04,  8.217066319683667E-01,  7.197317696432365E-01,  3.992496959675490E-02,
2460349.791666667, A.D. 2024-Feb-09 07:00:00.0000,  2.320290793928865E+05, -2.739680500882372E+05, -2.929980051575345E+04,  8.146309631290202E-01,  7.282213431905238E-01,  4.084180146189759E-02,
2460349.833333333, A.D. 2024-Feb-09 08:00:00.0000,  2.349488670089159E+05, -2.713312822832026E+05, -2.915112527169765E+04,  8.074569416220038E-01,  7.366372779288998E-01,  4.175492758469135E-02,
2460349.875000000, A.D. 2024-Feb-09 09:00:00.0000,  2.378426523046409E+05, -2.686643516129749E+05, -2.899916964433587E+04,  8.001853642340442E-01,  7.449782748006600E-01,  4.266421438911283E-02,
2460349.916666667, A.D. 2024-Feb-09 10:00:00.0000,  2.407100855456315E+05, -2.659675301777727E+05, -2.884394769527645E+04,  7.928170494228690E-01,  7.532430443966669E-01,  4.356952855308288E-02,
2460349.958333333, A.D. 2024-Feb-09 11:00:00.0000,  2.435508199827213E+05, -2.632410947016426E+05, -2.868547396556669E+04,  7.853528371882161E-01,  7.614303074079092E-01,  4.447073705082782E-02,
2460350.000000000, A.D. 2024-Feb-09 12:00:00.0000,  2.463645119293097E+05, -2.604853264952884E+05, -2.852376347454955E+04,  7.777935889311376E-01,  7.695387950752420E-01,  4.536770719539540E-02,
2460350.041666667, A.D. 2024-Feb-09 13:00:00.0000,  2.491508208381351E+05, -2.577005114172853E+05, -2.835883171856719E+04,  7.701401873016074E-01,  7.775672496369520E-01,  4.626030668129305E-02,
2460350.083333333, A.D. 2024-Feb-09 14:00:00.0000,  2.519094093774797E+05, -2.548869398336876E+05, -2.819069466951088E+04,  7.623935360344699E-01,  7.855144247737891E-01,  4.714840362721862E-02,
2460350.125000000, A.D. 2024-Feb-09 15:00:00.0000,  2.546399435067621E+05, -2.520449065760385E+05, -2.801936877321677E+04,  7.545545597737610E-01,  7.933790860511103E-01,  4.803186661885062E-02,
2460350.166666667, A.D. 2024-Feb-09 16:00:00.0000,  2.573420925514767E+05, -2.491747108977948E+05, -2.784487094770782E+04,  7.466242038854621E-01,  8.011600113577803E-01,  4.891056475166711E-02,
2460350.208333333, A.D. 2024-Feb-09 17:00:00.0000,  2.600155292774387E+05, -2.462766564291776E+05, -2.766721858128146E+04,  7.386034342587532E-01,  8.088559913414695E-01,  4.978436767375916E-02,
2460350.250000000, A.D. 2024-Feb-09 18:00:00.0000,  2.626599299642926E+05, -2.433510511304631E+05, -2.748642953044300E+04,  7.304932370958379E-01,  8.164658298400034E-01,  5.065314562860812E-02,
2460350.291666667, A.D. 2024-Feb-09 19:00:00.0000,  2.652749744782434E+05, -2.403982072437274E+05, -2.730252211768550E+04,  7.222946186904409E-01,  8.239883443084015E-01,  5.151676949779355E-02,
2460350.333333333, A.D. 2024-Feb-09 20:00:00.0000,  2.678603463439711E+05, -2.374184412430635E+05, -2.711551512911585E+04,  7.140086051950749E-01,  8.314223662412640E-01,  5.237511084359764E-02,
2460350.375000000, A.D. 2024-Feb-09 21:00:00.0000,  2.704157328156864E+05, -2.344120737832859E+05, -2.692542781192773E+04,  7.056362423771999E-01,  8.387667415901555E-01,  5.322804195147618E-02,
2460350.416666667, A.D. 2024-Feb-09 22:00:00.0000,  2.729408249472892E+05, -2.313794296471415E+05, -2.673227987172194E+04,  6.971785953643976E-01,  8.460203311756446E-01,  5.407543587235836E-02,
2460350.458333333, A.D. 2024-Feb-09 23:00:00.0000,  2.754353176615899E+05, -2.283208376910492E+05, -2.653609146967491E+04,  6.886367483787094E-01,  8.531820110936557E-01,  5.491716646474865E-02,
2460350.500000000, A.D. 2024-Feb-10 00:00:00.0000,  2.778989098185553E+05, -2.252366307893851E+05, -2.633688321955602E+04,  6.800118044602863E-01,  8.602506731158033E-01,  5.575310843659137E-02,
2460350.541666667, A.D. 2024-Feb-10 01:00:00.0000,  2.803313042825409E+05, -2.221271457773393E+05, -2.613467618459463E+04,  6.713048851805209E-01,  8.672252250833732E-01,  5.658313738687015E-02,
2460350.583333333, A.D. 2024-Feb-10 02:00:00.0000,  2.827322079884709E+05, -2.189927233923659E+05, -2.592949187419779E+04,  6.625171303448353E-01,  8.741045912946285E-01,  5.740712984690732E-02,
2460350.625000000, A.D. 2024-Feb-10 03:00:00.0000,  2.851013320069307E+05, -2.158337082142513E+05, -2.572135224052019E+04,  6.536496976853171E-01,  8.808877128851196E-01,  5.822496332133048E-02,
2460350.666666667, A.D. 2024-Feb-10 04:00:00.0000,  2.874383916081350E+05, -2.126504486038261E+05, -2.551027967488689E+04,  6.447037625434030E-01,  8.875735482006858E-01,  5.903651632867485E-02,
2460350.708333333, A.D. 2024-Feb-10 05:00:00.0000,  2.897431063247349E+05, -2.094432966403478E+05, -2.529629700407080E+04,  6.356805175428221E-01,  8.941610731628412E-01,  5.984166844159000E-02,
2460350.750000000, A.D. 2024-Feb-10 06:00:00.0000,  2.920152000134322E+05, -2.062126080575834E+05, -2.507942748642623E+04,  6.265811722530229E-01,  9.006492816262455E-01,  6.064030032661688E-02,
2460350.791666667, A.D. 2024-Feb-10 07:00:00.0000,  2.942544009153629E+05, -2.029587421786178E+05, -2.485969480787982E+04,  6.174069528433148E-01,  9.070371857279691E-01,  6.143229378350690E-02,
2460350.833333333, A.D. 2024-Feb-10 08:00:00.0000,  2.964604417152220E+05, -1.996820618494220E+05, -2.463712307778101E+04,  6.081591017279727E-01,  9.133238162282681E-01,  6.221753178405010E-02,
2460350.875000000, A.D. 2024-Feb-10 09:00:00.0000,  2.986330595990919E+05, -1.963829333712087E+05, -2.441173682461362E+04,  5.988388772025536E-01,  9.195082228425928E-01,  6.299589851038223E-02,
2460350.916666667, A.D. 2024-Feb-10 10:00:00.0000,  3.007719963109486E+05, -1.930617264316099E+05, -2.418356099157044E+04,  5.894475530716925E-01,  9.255894745645660E-01,  6.376727939274207E-02,
2460350.958333333, A.D. 2024-Feb-10 11:00:00.0000,  3.028769982078118E+05, -1.897188140347079E+05, -2.395262093199291E+04,  5.799864182686509E-01,  9.315666599796706E-01,  6.453156114664860E-02,
2460351.000000000, A.D. 2024-Feb-10 12:00:00.0000,  3.049478163135106E+05, -1.863545724299543E+05, -2.371894240467820E+04,  5.704567764668977E-01,  9.374388875694013E-01,  6.528863180946837E-02,
2460351.041666667, A.D. 2024-Feb-10 13:00:00.0000,  3.069842063710385E+05, -1.829693810400114E+05, -2.348255156905558E+04,  5.608599456840158E-01,  9.432052860056435E-01,  6.603838077634716E-02,
2460351.083333333, A.D. 2024-Feb-10 14:00:00.0000,  3.089859288934669E+05, -1.795636223875519E+05, -2.324347498023491E+04,  5.511972578782331E-01,  9.488650044350475E-01,  6.678069883547738E-02,
2460351.125000000, A.D. 2024-Feb-10 15:00:00.0000,  3.109527492133958E+05, -1.761376820210532E+05, -2.300173958392894E+04,  5.414700585378844E-01,  9.544172127531887E-01,  6.751547820267295E-02,
2460351.166666667, A.D. 2024-Feb-10 16:00:00.0000,  3.128844375309120E+05, -1.726919484396233E+05, -2.275737271125302E+04,  5.316797062641202E-01,  9.598611018683009E-01,  6.824261255522812E-02,
2460351.208333333, A.D. 2024-Feb-10 17:00:00.0000,  3.147807689600352E+05, -1.692268130168966E+05, -2.251040207340368E+04,  5.218275723471827E-01,  9.651958839543935E-01,  6.896199706503375E-02,
2460351.250000000, A.D. 2024-Feb-10 18:00:00.0000,  3.166415235736263E+05, -1.657426699240376E+05, -2.226085575621979E+04,  5.119150403365794E-01,  9.704207926935677E-01,  6.967352843092545E-02,
2460351.291666667, A.D. 2024-Feb-10 19:00:00.0000,  3.184664864467387E+05, -1.622399160518918E+05, -2.200876221462848E+04,  5.019435056054852E-01,  9.755350835073600E-01,  7.037710491024363E-02,
2460351.333333333, A.D. 2024-Feb-10 20:00:00.0000,  3.202554476983907E+05, -1.587189509323244E+05, -2.175415026697880E+04,  4.919143749097178E-01,  9.805380337769551E-01,  7.107262634957739E-02,
2460351.375000000, A.D. 2024-Feb-10 21:00:00.0000,  3.220082025317423E+05, -1.551801766587858E+05, -2.149704908926653E+04,  4.818290659416274E-01,  9.854289430521235E-01,  7.175999421467633E-02,
2460351.416666667, A.D. 2024-Feb-10 22:00:00.0000,  3.237245512726561E+05, -1.516239978061455E+05, -2.123748820925254E+04,  4.716890068792538E-01,  9.902071332487413E-01,  7.243911161950356E-02,
2460351.458333333, A.D. 2024-Feb-10 23:00:00.0000,  3.254042994066272E+05, -1.480508213498366E+05, -2.097549750047816E+04,  4.614956359311027E-01,  9.948719488347819E-01,  7.310988335441609E-02,
